age,annual_income,loan_amount,loan_term,credit_score,num_credit_lines,delinq_2yrs,dti_ratio,employment_years,home_ownership,loan_purpose,num_inquiries,default
39,110460,14326,48,659,10,0,0.2873386449437631,6.065957285534905,RENT,debt_consolidation,0,0
68,74112,3273,12,669,8,0,0.2395358024352098,12.872360006173537,MORTGAGE,debt_consolidation,2,0
36,45022,21409,24,514,3,4,0.6533262288242907,12.610160767750731,OWN,other,1,0
23,24092,1378,36,505,4,0,0.35061476561757865,10.248358753843808,RENT,medical,2,0
40,31929,5863,60,661,11,3,0.3736656966880503,7.331375330412807,MORTGAGE,major_purchase,0,0
44,41897,47103,36,713,9,1,0.458182857179291,5.2162175711660606,MORTGAGE,debt_consolidation,1,0
53,80618,7713,60,596,5,1,0.16769585260894912,10.465068598423565,RENT,home_improvement,1,0
44,48223,8872,24,783,6,0,0.5144820899429334,1.4904507751275977,OWN,debt_consolidation,5,0
31,33066,37009,24,708,12,0,0.258823080381822,2.527150762067289,RENT,major_purchase,1,0
69,31579,7084,24,577,11,0,0.6245024429172723,0.0,OWN,home_improvement,3,0
28,47016,24606,12,652,2,0,0.30310119049781103,13.176148889965628,RENT,medical,1,0
56,83616,34178,36,848,9,1,0.5056460022144779,3.3966668793532753,RENT,debt_consolidation,0,0
58,127339,19590,60,550,8,1,0.05,9.020038933758126,OWN,debt_consolidation,3,0
60,43327,4205,24,692,7,0,0.17373003858710442,6.372212396452363,OWN,other,0,0
40,47722,8240,24,624,9,1,0.3059589261503561,21.487694950609672,RENT,other,2,0
55,23662,117113,60,706,5,0,0.05,9.209527270179182,RENT,home_improvement,3,0
68,156923,9023,36,751,5,0,0.4401326673262106,0.0,MORTGAGE,debt_consolidation,1,0
45,21150,145664,36,619,11,0,0.39694371881543733,12.877178782982918,RENT,home_improvement,0,0
55,99012,52426,60,739,11,2,0.2013758525210184,5.064245181971579,OWN,home_improvement,1,0
45,39371,20236,48,827,9,0,0.3476062055203252,5.9953609902547305,RENT,medical,2,0
49,34213,16946,36,655,11,0,0.47097158448846876,3.637438684949783,MORTGAGE,major_purchase,4,0
38,25184,9210,60,712,5,0,0.05,7.978062593192312,RENT,debt_consolidation,1,0
66,208153,12442,60,602,9,0,0.15897664756480145,7.912565688374107,RENT,major_purchase,2,0
38,55988,7700,24,651,1,0,0.29973675511649833,3.772614111756858,OWN,debt_consolidation,1,0
22,49650,12696,60,635,10,0,0.3535585439948713,4.459277397567856,RENT,debt_consolidation,1,0
55,83453,4492,12,713,10,1,0.34120828675976844,7.5064306654415835,OWN,debt_consolidation,1,0
36,33173,4304,24,746,11,0,0.4833942178153566,0.0,RENT,debt_consolidation,0,0
61,49075,37828,24,641,8,0,0.42158168684830954,0.0,RENT,medical,1,0
56,50706,3678,36,772,3,0,0.4544952260856589,15.349960480490092,MORTGAGE,home_improvement,2,0
53,36051,27143,48,772,13,3,0.1415186400793452,8.639104721601209,RENT,home_improvement,1,0
24,100688,2935,36,717,8,0,0.371723578219907,4.3754550662961025,RENT,home_improvement,0,0
53,42993,22108,12,608,5,1,0.30392862361430845,0.0,RENT,other,1,0
34,19305,11315,24,601,2,1,0.5693107822503151,6.718419175267614,RENT,other,0,0
41,40908,38447,24,585,9,1,0.37615934560668496,11.925960458905529,RENT,medical,1,0
68,56925,10243,60,725,4,1,0.24964190979259562,20.196030523249703,RENT,debt_consolidation,2,0
40,28678,2676,48,553,14,0,0.47787519139325596,16.460282124978487,RENT,debt_consolidation,1,0
28,30068,11493,48,704,14,1,0.4344946693796971,2.565309899357324,MORTGAGE,home_improvement,0,0
27,35321,15179,60,563,7,0,0.22675974910392804,4.521002343078548,RENT,debt_consolidation,0,0
23,102001,12021,12,715,12,1,0.2977265445846237,0.0,MORTGAGE,debt_consolidation,1,0
37,36596,21164,48,651,8,3,0.30028303105874576,2.791724666880242,MORTGAGE,debt_consolidation,0,0
53,115551,8505,24,756,7,2,0.5341191638419306,5.9357841843762404,RENT,debt_consolidation,2,0
68,33895,4862,12,741,11,0,0.3804862810817663,5.164315016869281,RENT,major_purchase,2,0
32,59576,6004,36,764,6,0,0.45901737178402574,17.272836532897156,RENT,home_improvement,0,0
42,37505,8843,36,766,14,0,0.2760092418304876,0.42321528761892235,OWN,major_purchase,2,0
42,77068,8782,12,661,12,0,0.4002200436709162,6.7745277540605136,MORTGAGE,home_improvement,2,0
66,25060,91573,24,557,7,0,0.5455041354394486,0.0,OWN,debt_consolidation,1,0
50,76551,36464,36,565,4,0,0.29583848521240286,8.654453902438668,OWN,home_improvement,2,0
58,52487,23141,24,483,10,4,0.3672732205756664,0.2914732966202509,RENT,other,2,0
58,33389,19087,60,563,1,0,0.14550406156435888,12.51313154191396,MORTGAGE,debt_consolidation,2,0
65,44367,16980,48,655,5,0,0.23516628651349586,5.544870534923542,RENT,home_improvement,1,0
28,123045,17051,12,605,8,0,0.29983356620032653,0.0,MORTGAGE,debt_consolidation,0,0
47,53247,15224,48,635,10,1,0.19087410365724183,0.0,RENT,debt_consolidation,3,0
47,32156,13795,60,689,6,3,0.548296051628277,2.1068125569516436,RENT,debt_consolidation,1,0
54,23793,2506,36,625,5,0,0.22429894696377306,8.196904453714192,MORTGAGE,home_improvement,2,0
41,66386,9943,24,560,2,0,0.46801978881758677,9.10756823578231,OWN,home_improvement,0,0
50,55133,11023,24,645,10,0,0.37802543562972146,4.5078100941336325,MORTGAGE,debt_consolidation,1,0
53,74385,7337,60,578,12,4,0.35462779227656943,11.628985217164844,RENT,home_improvement,1,0
48,20387,8562,12,628,5,0,0.5729245467447737,1.3212855355246464,MORTGAGE,debt_consolidation,1,0
67,24261,16993,48,757,10,0,0.05,0.0,MORTGAGE,debt_consolidation,3,0
53,97550,24687,36,628,12,0,0.32056926547653425,8.412768253712496,RENT,debt_consolidation,0,0
25,59802,16973,12,791,3,0,0.18794294951518367,13.450479063416918,RENT,medical,1,0
68,67510,24196,60,764,13,2,0.05578693863004436,13.496668368288717,OWN,debt_consolidation,1,0
39,27512,24540,60,603,2,0,0.17079023993634626,0.5009537969233264,MORTGAGE,debt_consolidation,0,0
24,27211,10511,24,561,14,0,0.3525856302504606,4.276534063392209,OWN,debt_consolidation,1,0
55,88854,20337,36,645,3,0,0.24119793061903316,10.619100078702537,MORTGAGE,home_improvement,1,0
69,91402,3304,12,742,4,3,0.48449203847377226,3.8644694602061467,RENT,major_purchase,0,1
37,25514,9823,24,610,2,0,0.3179231228088004,7.526924303042469,MORTGAGE,major_purchase,3,0
64,22751,8942,36,722,14,1,0.30128924679185853,3.4178005209485893,RENT,major_purchase,0,0
48,45928,45481,48,746,4,0,0.3019578574240861,1.5530562126931322,RENT,debt_consolidation,1,0
50,30345,17494,48,588,4,2,0.33522583908056913,2.5181317429662133,OWN,other,2,1
49,29968,4593,24,595,6,4,0.28722821975858703,11.778625964756158,MORTGAGE,debt_consolidation,0,0
66,23136,21496,12,707,12,0,0.22231194536537552,7.068913823154369,RENT,debt_consolidation,2,0
26,37009,27662,36,662,5,0,0.4983777325964054,13.35940819202779,MORTGAGE,major_purchase,1,0
55,24518,12434,48,595,7,0,0.2563857424416581,9.6021034747721,MORTGAGE,home_improvement,2,0
61,25406,23206,48,621,11,1,0.2924710075480721,15.032326157404713,MORTGAGE,debt_consolidation,2,0
57,58631,1814,12,644,7,0,0.4144107620135466,11.090340964793679,RENT,other,3,0
44,47423,1541,24,524,3,0,0.3978111869235879,10.796704151233524,RENT,home_improvement,1,0
49,65573,5203,60,711,9,0,0.21598429064809255,6.3975605068215895,OWN,home_improvement,0,0
69,18225,15051,36,611,7,0,0.46324729161661193,22.046032882483253,MORTGAGE,debt_consolidation,2,0
66,49312,45511,48,427,7,0,0.43065055097576066,7.563491099472672,RENT,debt_consolidation,3,0
51,170311,5425,60,648,2,2,0.3766962251280881,0.0,OWN,other,0,0
55,39208,6748,12,590,12,2,0.2853024724127762,8.340167698069834,OWN,major_purchase,2,0
53,80406,14341,24,785,10,0,0.2889903964217887,2.088538783812849,MORTGAGE,home_improvement,1,0
41,79985,9010,36,603,3,0,0.3197304345497586,12.085107608008077,RENT,home_improvement,1,0
52,82381,8609,12,562,3,0,0.1652252088308351,10.629083790904692,MORTGAGE,medical,1,0
43,54176,9535,24,690,12,1,0.34410973271045653,6.042431750336743,RENT,home_improvement,2,0
53,68847,38247,12,597,13,0,0.4838153060670498,2.5605349327841953,RENT,debt_consolidation,0,0
23,74563,32627,48,587,6,0,0.4814556784751035,7.73212863360402,MORTGAGE,major_purchase,0,1
38,71773,13612,48,690,4,0,0.29287223430853204,3.793830960714726,RENT,home_improvement,1,0
45,25073,50190,60,566,4,1,0.5096124909088304,10.939019963919183,MORTGAGE,other,1,0
62,17598,20074,12,533,1,0,0.6358856831794166,9.780078571290229,RENT,major_purchase,6,0
51,19299,33628,48,788,6,0,0.30256886971057584,21.67983296246718,OWN,debt_consolidation,0,0
23,41685,6711,24,696,8,0,0.45372720596482524,4.774427306745376,RENT,debt_consolidation,2,0
60,70007,7919,60,628,8,0,0.05,5.482871857576779,MORTGAGE,home_improvement,2,0
66,25269,7851,36,649,8,0,0.1612779907727013,6.226121630316134,MORTGAGE,major_purchase,1,0
44,85338,12464,12,690,5,0,0.363668154400028,6.445072328644593,RENT,debt_consolidation,1,0
52,36265,14015,48,727,10,0,0.19899004062224177,12.135394689807399,RENT,home_improvement,1,0
67,36473,17315,24,589,6,2,0.6558803067083672,5.618271774689338,MORTGAGE,medical,1,0
42,29683,64762,12,679,5,0,0.439681953094483,16.861908580717476,MORTGAGE,debt_consolidation,3,0
43,15821,23790,24,609,4,0,0.49487474702871953,9.91137554862851,MORTGAGE,major_purchase,1,0
22,56251,8849,60,634,12,0,0.3456460390759119,4.571319760059877,MORTGAGE,debt_consolidation,0,0
47,136981,13324,48,662,4,0,0.19951879702045217,3.2937715750966445,RENT,debt_consolidation,2,0
62,47211,44531,48,649,4,0,0.2721784576737679,12.204360967042284,OWN,debt_consolidation,2,0
22,16149,24971,60,708,4,1,0.38815707194395394,7.142600759434053,MORTGAGE,home_improvement,5,0
46,78292,44065,24,688,14,0,0.2543126992386483,7.045300268783776,RENT,other,2,0
37,18492,9080,12,529,6,2,0.4506787987590799,4.0075988678794054,MORTGAGE,major_purchase,3,0
60,23731,7560,24,541,6,2,0.45671224538069577,6.692771595397462,MORTGAGE,debt_consolidation,2,0
53,42488,7649,12,620,5,1,0.3507471955909382,3.8052257459861405,MORTGAGE,debt_consolidation,1,0
29,52770,9685,60,796,12,1,0.07615473694745006,13.808557281129989,RENT,home_improvement,1,0
63,26763,5706,36,581,11,0,0.6072177400498938,10.585300761276988,RENT,debt_consolidation,1,0
68,41506,16918,12,633,14,0,0.31809907149657235,6.126155803496131,OWN,major_purchase,3,0
59,75289,17152,48,607,11,3,0.7563914972706554,6.052659584736346,RENT,debt_consolidation,1,0
49,81740,38988,48,605,9,0,0.44788035445282925,7.460870841196087,MORTGAGE,debt_consolidation,0,0
62,103867,3267,48,664,8,0,0.31850673849019145,6.972298805639336,RENT,debt_consolidation,1,0
46,154145,6277,24,762,10,0,0.41717328147470056,2.2153191034541617,MORTGAGE,major_purchase,3,0
55,79692,25449,24,686,6,0,0.05,0.0,RENT,debt_consolidation,0,0
45,43043,15471,24,585,11,0,0.5039213604853949,3.011496667794857,OWN,debt_consolidation,3,0
44,82091,13847,48,850,9,2,0.7350411856294214,6.357412546674848,RENT,home_improvement,2,0
33,64862,36720,12,656,5,0,0.05,3.3108340114125454,RENT,home_improvement,1,0
27,66424,5955,48,603,10,2,0.30688864852614384,11.096690151977848,RENT,other,2,0
56,54520,7457,12,762,4,0,0.33419928158127105,5.854234320496229,MORTGAGE,debt_consolidation,0,0
65,28360,6787,24,612,14,0,0.4812842943744596,16.367867875143098,MORTGAGE,debt_consolidation,1,0
40,26453,2669,36,783,6,0,0.6658963511248305,4.192528708854255,RENT,home_improvement,0,0
21,46245,14857,24,580,4,0,0.4074323183893347,7.703583993507785,RENT,debt_consolidation,3,0
28,53602,8793,60,764,8,0,0.6712687736323291,5.555691219151078,MORTGAGE,debt_consolidation,3,0
66,32608,7432,12,666,7,3,0.37556487153269935,9.19889028867411,MORTGAGE,debt_consolidation,2,0
36,63196,6433,36,753,5,0,0.41771357281943444,12.328755644985218,RENT,medical,1,0
34,170836,13171,24,802,10,0,0.39923533492403823,10.041404794635483,RENT,debt_consolidation,1,0
32,17212,7052,36,559,6,0,0.5330449674507629,0.0,RENT,major_purchase,1,0
43,69518,15950,48,752,11,0,0.2866518412834695,9.499308052364338,RENT,other,1,0
35,47118,19290,12,537,7,0,0.47274301381422634,1.945609288594806,RENT,other,2,0
48,64240,10554,60,566,2,0,0.16538050906153592,5.451154107918611,OWN,home_improvement,1,0
54,37856,9996,48,585,9,2,0.3073243843022886,10.446645934186686,MORTGAGE,other,2,0
22,44907,15496,36,690,7,1,0.25448845655917873,1.4011954579248025,RENT,major_purchase,0,0
52,52981,13054,24,652,8,0,0.36319423379269133,12.779740037425253,MORTGAGE,debt_consolidation,1,0
43,40905,38720,12,636,14,0,0.3025880375894327,5.233070502243836,OWN,medical,1,0
42,19686,17233,60,661,5,0,0.5198200538685462,17.854686864590573,MORTGAGE,home_improvement,0,0
45,42601,32095,24,697,3,1,0.2181997857242536,7.343389128968811,MORTGAGE,debt_consolidation,2,0
42,20955,21772,60,703,2,1,0.09030260962834807,15.52671371325885,MORTGAGE,major_purchase,0,0
42,72541,4652,12,737,2,1,0.1464074270432664,12.988396122667545,OWN,home_improvement,0,0
69,16005,8547,36,795,3,0,0.49912520694519785,3.9444745897275117,MORTGAGE,medical,1,0
62,90870,12855,60,648,1,0,0.2045663985025667,0.4915463618323894,RENT,medical,0,0
26,63432,26762,12,608,1,0,0.4096766623281063,7.56813680618773,RENT,debt_consolidation,1,0
35,63578,62458,60,699,7,3,0.30578187451278804,4.086784407389126,MORTGAGE,debt_consolidation,0,0
63,13378,9069,24,558,10,2,0.47363660821298825,14.898593900435031,MORTGAGE,major_purchase,3,1
57,40248,13963,60,595,12,0,0.3153851442325084,5.765704141636886,RENT,home_improvement,1,0
53,97942,25334,24,729,11,1,0.7646522774175704,5.49798020740613,MORTGAGE,debt_consolidation,2,0
28,35912,12755,24,640,8,2,0.6347175523727757,0.020507696314905566,RENT,debt_consolidation,0,0
64,25672,49775,12,553,6,0,0.3027184729391461,9.096085065398844,RENT,debt_consolidation,2,0
64,33456,4544,48,530,7,2,0.28217981163575206,1.128888590265837,OWN,home_improvement,0,0
25,47053,22980,60,653,1,0,0.8198489226212692,9.212184564403573,OWN,debt_consolidation,2,0
59,29412,22801,36,741,14,0,0.18817235580071154,9.900458632490015,OWN,debt_consolidation,2,0
24,102774,33578,24,740,1,0,0.3417464678122476,3.2516244401281766,RENT,home_improvement,0,0
26,47155,14039,48,658,9,0,0.3533673379558141,11.782899655088563,MORTGAGE,debt_consolidation,1,0
65,35124,27261,24,810,5,2,0.34964931532781385,5.625622803543808,MORTGAGE,debt_consolidation,0,0
52,22453,10945,48,641,7,0,0.089193241920421,0.0,RENT,other,0,0
50,65556,7036,48,638,6,0,0.424490361451391,14.72643670156846,RENT,major_purchase,0,0
67,64666,6261,36,444,4,0,0.20444748629115245,2.3826471296284053,RENT,debt_consolidation,2,0
55,30475,4216,48,614,1,0,0.5653983686253606,9.5353527063324,MORTGAGE,medical,2,0
60,12812,9385,36,718,4,0,0.13160524363480672,9.128972370236221,MORTGAGE,debt_consolidation,0,0
36,62721,17140,12,775,10,0,0.3589198891063214,8.945923369621724,OWN,home_improvement,1,0
33,43823,11310,24,583,10,0,0.05,8.859309579650677,MORTGAGE,debt_consolidation,1,0
62,59972,15652,36,686,8,1,0.05,2.14906181719999,MORTGAGE,major_purchase,0,0
50,158626,35878,24,733,13,2,0.22409720625610507,15.456748007513605,OWN,debt_consolidation,1,0
39,48237,8830,60,650,12,0,0.24526848764944575,11.781245751003198,RENT,debt_consolidation,1,0
37,36015,86876,12,467,11,1,0.5698589619484152,9.375283656252,RENT,home_improvement,1,0
39,24627,24445,60,669,13,2,0.34391122456071527,0.33511882242185553,RENT,major_purchase,1,1
48,40641,11412,60,710,1,0,0.543861035136733,2.108160621722832,OWN,home_improvement,0,0
46,53978,11207,48,574,2,1,0.29303201079849844,10.287283133445818,RENT,major_purchase,0,0
57,50614,5963,48,629,8,1,0.4409127774320497,0.0,RENT,debt_consolidation,1,0
46,137871,13087,60,557,2,0,0.24117870246216483,8.693519299701853,RENT,major_purchase,1,0
43,66134,2370,48,444,11,0,0.23097903963520983,0.3441160130718952,OWN,home_improvement,2,0
29,45212,36483,24,732,13,2,0.07687247916231582,2.659841112451936,MORTGAGE,debt_consolidation,0,0
32,32082,1403,48,649,12,0,0.4003630990776912,0.0,MORTGAGE,medical,1,0
21,57526,13813,60,777,10,2,0.38931251220502244,8.230532078911512,MORTGAGE,medical,0,0
21,28446,5349,48,718,9,0,0.4665969330928778,12.581807259171487,MORTGAGE,other,2,0
67,54605,7624,48,621,3,0,0.3822377430712093,8.740087619063424,RENT,home_improvement,2,0
54,65673,8453,36,643,3,0,0.6539293965790951,9.289165244611235,RENT,major_purchase,1,0
52,43050,62348,36,695,6,0,0.37640414550162643,7.839794480774409,RENT,medical,1,0
68,33584,5526,60,727,3,2,0.49877400715071807,10.413467554353195,RENT,debt_consolidation,1,0
45,13211,27761,24,675,9,0,0.3013836375501346,9.335428071250071,OWN,other,2,0
60,97372,33803,12,738,11,2,0.21372949485479165,0.0,RENT,debt_consolidation,1,0
65,62441,2057,12,626,8,0,0.4576542755279954,11.531533688308222,MORTGAGE,debt_consolidation,1,0
21,63358,8165,60,570,4,1,0.33662780182694885,11.005759809804506,RENT,debt_consolidation,2,0
36,19210,43807,24,644,6,4,0.4748064568894431,5.188435846707966,RENT,home_improvement,2,0
59,112184,4666,24,666,8,0,0.4029404812767021,0.0,MORTGAGE,debt_consolidation,1,0
25,37081,34843,24,553,4,1,0.23104800098147654,8.212370128172033,RENT,debt_consolidation,1,0
42,41221,13170,36,543,13,0,0.5111506816515543,8.633304020682493,OWN,home_improvement,1,0
49,25807,12722,60,685,5,2,0.21932150693229982,4.79758258719578,RENT,home_improvement,3,0
23,16778,14123,12,617,7,0,0.4437989394943257,7.933498621733456,RENT,medical,2,0
32,98165,17571,24,636,8,3,0.542241666728878,12.359201289851852,OWN,debt_consolidation,0,0
46,106081,6219,60,621,7,2,0.29231077423772633,18.987608591475833,OWN,debt_consolidation,2,0
36,44386,10847,12,771,8,0,0.5233991680508472,7.734518364579331,RENT,debt_consolidation,0,1
57,32609,17970,36,750,4,0,0.4096425251079788,8.66956840676621,MORTGAGE,home_improvement,1,0
42,39095,15390,48,551,1,0,0.47779156675943946,2.8810556240730323,MORTGAGE,debt_consolidation,4,0
49,39744,17665,12,607,6,0,0.22448664633461207,4.4930397701171065,RENT,debt_consolidation,2,0
34,23862,7517,12,718,5,0,0.3821450348080621,6.319786848142603,RENT,home_improvement,1,0
48,41136,22155,12,698,11,0,0.13878780349632444,12.88859017695299,MORTGAGE,medical,2,0
25,53737,14782,48,646,4,0,0.6066950772965696,11.094788780140291,MORTGAGE,debt_consolidation,0,0
67,90300,3772,24,558,2,0,0.05,16.646766720039814,RENT,home_improvement,1,0
69,49441,8733,48,595,1,2,0.2967872270556725,0.0,RENT,debt_consolidation,1,0
50,19037,6526,12,608,9,1,0.21024371087005667,0.3813251467551373,RENT,debt_consolidation,0,0
66,60604,6459,36,672,12,1,0.45120506228033563,12.51041467617966,RENT,debt_consolidation,1,0
25,42042,9125,12,786,2,0,0.6385918918894877,14.244301881572444,RENT,home_improvement,0,0
32,111551,21824,36,595,9,0,0.4482372648031288,7.165640608354662,MORTGAGE,home_improvement,1,0
36,115574,8091,60,567,6,0,0.7941925545427027,0.0,MORTGAGE,medical,2,0
46,118027,15995,36,641,13,4,0.143308973516174,3.2823541905062625,MORTGAGE,medical,1,0
46,34998,14029,12,732,6,0,0.15482238012071517,8.677468260746952,RENT,home_improvement,0,0
68,161767,7163,48,534,2,0,0.21603286525768997,2.502935067111335,RENT,debt_consolidation,2,0
41,60510,10139,12,766,6,0,0.3681867042943859,7.925630784688579,RENT,medical,3,0
59,130070,26685,12,636,3,1,0.19596164370751248,16.492777244359885,OWN,major_purchase,2,0
56,36258,15060,60,591,7,0,0.23725058685424616,14.130664097975004,RENT,major_purchase,2,0
53,40980,20724,24,521,13,0,0.4430725285890932,11.044461226850693,RENT,debt_consolidation,0,0
50,57781,36974,12,706,10,0,0.1641242175329273,6.677753605809213,RENT,major_purchase,3,0
57,53697,18919,60,636,4,1,0.18002059805448473,4.526659710498041,MORTGAGE,medical,0,0
43,104077,2873,48,663,9,0,0.2902191870514892,10.788756576387371,OWN,home_improvement,1,0
30,42647,16588,60,577,5,1,0.3043335393741018,7.126973262501136,RENT,major_purchase,1,0
25,98594,8147,60,624,12,1,0.5015023575831974,7.298522196861851,MORTGAGE,major_purchase,4,0
56,76064,56854,36,611,10,1,0.2149040378032819,0.0,MORTGAGE,home_improvement,0,0
54,43129,18387,24,641,3,0,0.24195800238186535,3.427348088870537,RENT,medical,1,0
51,72606,8283,24,596,1,2,0.43725051744185095,10.759302336584073,RENT,major_purchase,2,0
30,36902,21019,48,527,1,2,0.47020914856750734,1.4946657962570633,MORTGAGE,other,1,0
39,200811,14366,60,850,13,0,0.5643086700689882,8.328535493012286,RENT,other,3,0
52,9911,3380,48,540,4,0,0.4203680532297131,9.062517974320697,MORTGAGE,home_improvement,0,0
21,73406,26647,48,664,10,1,0.36955460899427395,9.354439078770092,RENT,debt_consolidation,2,0
